carrier,procedure,cpt,policy_title,url,doc_is_public,cpt_verified,effective_date,notes
Florida Blue / GuideWell,Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,MRI Lower Extremity (04-70540-16) / Upper Extremity (04-70540-15) / Spine (04-70540-17),https://mcgs.bcbsfl.com/MCG?mcgId=04-70540-16&pv=false,True,True,2026-05-15,"Knee 73721 (04-70540-16), shoulder 73221 (04-70540-15), lumbar 72148 (04-70540-17) each confirmed."
Medicare (CMS),Total knee arthroplasty (TKA),27447,"MAC LCDs: Total Joint Arthroplasty (L39911/L33456), Major Joint Replacement (L33618/L36007)",https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36577&ver=15,True,False,,Dedicated TKA LCD L36577 retired 2025-11-06; covered when medically necessary under active MAC LCDs. Jurisdiction-specific.
Medicare (CMS),Total hip arthroplasty (THA),27130,MAC LCDs: Total Joint Arthroplasty / Major Joint Replacement,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36573&ver=15,True,True,,"27130 confirmed in THA LCD (L36573, now retired); addressed by active MAC LCDs. Medically necessary."
Medicare (CMS),Arthroscopic rotator cuff repair,29827,No NCD/LCD — covered when medically necessary,https://www.cms.gov/medicare-coverage-database,True,False,,No national or local determination governs rotator cuff repair.
Medicare (CMS),Total shoulder arthroplasty,23472,"LCD - Total Shoulder Arthroplasty (L39956, Palmetto GBA)",https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39956&ver=5,True,False,2025-03-27,Active MAC LCD; codes in companion article A59878. Jurisdiction-specific; other MACs via medical necessity.
Medicare (CMS),ACL reconstruction,29888,No NCD/LCD — covered when medically necessary,https://www.cms.gov/medicare-coverage-database,True,False,,No determination governs ACL reconstruction.
Medicare (CMS),Lumbar fusion,22612,"LCD - Lumbar Spinal Fusion (L37848, Palmetto GBA)",https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=37848&ver=13,True,True,2024-09-12,"Companion article A56396 lists 22612. Other MACs have parallel LCDs (e.g., Novitas L33382)."
Medicare (CMS),Cervical fusion / ACDF,22551,MAC 'Cervical Fusion' LCD family (Novitas L39793 et al.),https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39793&ver=40,True,False,2024-08-11,Cervical fusion governed by MAC LCDs; codes (incl. 22551) in companion article A59674. Jurisdiction-specific.
Medicare (CMS),Total ankle arthroplasty,27702,No dedicated NCD/LCD — covered when medically necessary,https://www.cms.gov/medicare-coverage-database,True,False,,No dedicated total-ankle policy; some Total Joint Arthroplasty LCDs may address ankle.
Medicare (CMS),Bunionectomy / hallux valgus,28296,No NCD/LCD — covered when medically necessary,https://www.cms.gov/medicare-coverage-database,True,False,,No determination governs bunionectomy.
Medicare (CMS),Hip arthroscopy,29914-29916,No NCD/LCD — covered when medically necessary,https://www.cms.gov/medicare-coverage-database,True,False,,No determination governs hip arthroscopy.
Medicare (CMS),Lumbar microdiscectomy / decompression,63030,No NCD/LCD — covered when medically necessary,https://www.cms.gov/medicare-coverage-database,True,False,,No determination governs open microdiscectomy/decompression (63030). NCD 150.13 is for percutaneous MILD only.
Medicare (CMS),Musculoskeletal MRI (knee/shoulder/lumbar),73721/73221/72148,NCD 220.2 Magnetic Resonance Imaging (general),https://www.cms.gov/medicare-coverage-database/view/ncd.aspx?ncdid=177,True,False,2018-04-10,NCD 220.2 covers MRI broadly; MSK sites at MAC discretion. No specific CPTs listed. Medically necessary.
