state,insurance_company,plan_type,surgery,cpt,status,policy_title,effective_date,policy_url,note
Illinois,Medicare,Medicare / Medicare Advantage,Total hip replacement,27130,VERIFIED (CMS LCD/NCD),Total Joint Arthroplasty (L36039),04/01/2026,https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=36039&ver=13,"NGS LCD 'Total Joint Arthroplasty' L36039 — contractor now listed in MCD as Wellpoint Federal (NGS rebrand); currently in effect, current revision eff 04/01/2026; covers J6 (IL/MN/"
Illinois,Medicare,Medicare / Medicare Advantage,Hip arthroscopy,29914,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,"no active LCD in any jurisdiction — general medical-necessity review. Searches for 29914/29915/29916, hip arthroscopy, and femoroacetabular impingement return only Total Joint Arth"
Illinois,Medicare,Medicare / Medicare Advantage,Rotator cuff repair,29827,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. Checked MCD via cms.gov site search and Coverage API (2026-08-18); only Total Shoulder Arthroplasty LCDs (e.g.
Illinois,Medicare,Medicare / Medicare Advantage,Total shoulder replacement,23472,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Illinois,Medicare,Medicare / Medicare Advantage,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Illinois,Medicare,Medicare / Medicare Advantage,Total ankle replacement,27702,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. MAC 'Total Joint Arthroplasty' LCDs explicitly cover hip/knee only: Palmetto L33456 and WPS L39911 state they 
Illinois,Medicare,Medicare / Medicare Advantage,Bunion surgery (hallux valgus),28296,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD in any jurisdiction — general medical-necessity review. Verified (not assumed): cms.gov site-restricted searches for bunion/bunionectomy/hallux valgus/hammertoe/foot 
Illinois,Medicare,Medicare / Medicare Advantage,Lower back (lumbar) fusion,22612,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Illinois,Medicare,Medicare / Medicare Advantage,Neck (cervical) fusion (ACDF),22551,VERIFIED (CMS LCD/NCD),LCD L39770 - Cervical Fusion,08/01/2024 (rev. eff. 04/09/2026),https://www.cms.gov/medicare-coverage-database/view/lcd.aspx?lcdid=39770,Contractor listed as Wellpoint Federal (formerly National Government Services).
Illinois,Medicare,Medicare / Medicare Advantage,Lower back disc surgery / decompression,63030,NO LCD — general medical necessity,CMS Medicare Coverage Database (no LCD for this procedure),,https://www.cms.gov/medicare-coverage-database,no active LCD — general medical-necessity review
Illinois,Medicaid,Medicaid,Total knee replacement,27447,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Partial knee replacement,27446,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,ACL reconstruction,29888,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Knee arthroscopy / meniscus surgery,29881,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Total hip replacement,27130,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Hip arthroscopy,29914,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Rotator cuff repair,29827,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Total shoulder replacement,23472,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Shoulder labral / instability repair,29806,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Total ankle replacement,27702,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Bunion surgery (hallux valgus),28296,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Lower back (lumbar) fusion,22612,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Neck (cervical) fusion (ACDF),22551,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Illinois,Medicaid,Medicaid,Lower back disc surgery / decompression,63030,VERIFIED (state Medicaid doc),HFS Handbook for Practitioners Rendering Medical Services (Chapter 200 policy),"June 16, 2021",https://hfs.illinois.gov/content/dam/soi/en/web/hfs/medicalproviders/handbooks/06162021practitionerhdbkpolicyapnasrenderingchangesfinal.pdf,"Topic 222 Surgery (incl. 222.7 'Coronary Artery Bypass Graft and Back Surgeries', 220.5.1 Second Surgical Opinion). HFS Medical Prior Approval Criteria (MPAC) page has no ortho cri"
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Total knee replacement,27447,VERIFIED,Carelon Clinical Appropriateness Guidelines: Musculoskeletal - Joint Surgery,11/15/2025,https://guidelines.carelonmedicalbenefitsmanagement.com/wp-content/uploads/2025/11/PDF-Joint-Surgery-2025-11-15.pdf,"Current version replacing 2023-11-05; listed as current on guidelines.carelonmedicalbenefitsmanagement.com/current-musculoskeletal-guidelines/. Covers shoulder arthroplasty, should"
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,ACL reconstruction,29888,NOT FOUND,,,https://guidelines.carelonmedicalbenefitsmanagement.com/wp-content/uploads/2025/11/PDF-Joint-Surgery-2025-11-15.pdf,Fetched Carelon Joint Surgery 2025-11-15 PDF: it does NOT address ACL reconstruction/repair. No Anthem-specific public ACL medical policy or clinical UM guideline located in search
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Total hip replacement,27130,VERIFIED,Carelon Clinical Appropriateness Guidelines: Musculoskeletal - Joint Surgery,11/15/2025,https://guidelines.carelonmedicalbenefitsmanagement.com/wp-content/uploads/2025/11/PDF-Joint-Surgery-2025-11-15.pdf,"Current version replacing 2023-11-05; listed as current on guidelines.carelonmedicalbenefitsmanagement.com/current-musculoskeletal-guidelines/. Covers shoulder arthroplasty, should"
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Carelon Clinical Appropriateness Guidelines: Musculoskeletal - Joint Surgery,11/15/2025,https://guidelines.carelonmedicalbenefitsmanagement.com/wp-content/uploads/2025/11/PDF-Joint-Surgery-2025-11-15.pdf,"Current version replacing 2023-11-05; listed as current on guidelines.carelonmedicalbenefitsmanagement.com/current-musculoskeletal-guidelines/. Covers shoulder arthroplasty, should"
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Rotator cuff repair,29827,VERIFIED,Carelon Clinical Appropriateness Guidelines: Musculoskeletal - Joint Surgery,11/15/2025,https://guidelines.carelonmedicalbenefitsmanagement.com/wp-content/uploads/2025/11/PDF-Joint-Surgery-2025-11-15.pdf,"Current version replacing 2023-11-05; listed as current on guidelines.carelonmedicalbenefitsmanagement.com/current-musculoskeletal-guidelines/. Covers shoulder arthroplasty, should"
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Carelon Clinical Appropriateness Guidelines: Musculoskeletal - Joint Surgery,11/15/2025,https://guidelines.carelonmedicalbenefitsmanagement.com/wp-content/uploads/2025/11/PDF-Joint-Surgery-2025-11-15.pdf,"Current version replacing 2023-11-05; listed as current on guidelines.carelonmedicalbenefitsmanagement.com/current-musculoskeletal-guidelines/. Covers shoulder arthroplasty, should"
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Clinical Appropriateness Guidelines: Small Joint Surgery (Carelon),11/05/2023,https://files.providernews.anthem.com/2519/PDF-Small-Joint-Surgery-2023-11-05.pdf,verified in sweep 1
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Bunion surgery (hallux valgus),28296,VERIFIED,Clinical Appropriateness Guidelines: Small Joint Surgery (Carelon),11/05/2023,https://files.providernews.anthem.com/2519/PDF-Small-Joint-Surgery-2023-11-05.pdf,verified in sweep 1
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Lower back (lumbar) fusion,22612,VERIFIED,Clinical Appropriateness Guidelines: Spine Surgery (Carelon),2024-10-20,https://files.providernews.anthem.com/4827/pdf-Spine-Surgery-2024-10-20.pdf,verified in sweep 1
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,VERIFIED,Clinical Appropriateness Guidelines: Spine Surgery (Carelon),2024-10-20,https://files.providernews.anthem.com/4827/pdf-Spine-Surgery-2024-10-20.pdf,verified in sweep 1
Indiana,Anthem Blue Cross Blue Shield,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,Clinical Appropriateness Guidelines: Spine Surgery (Carelon),2024-10-20,https://files.providernews.anthem.com/4827/pdf-Spine-Surgery-2024-10-20.pdf,verified in sweep 1
Indiana,UnitedHealthcare,Commercial/ACA,Total knee replacement,27447,NO PUBLIC CRITERIA (vendor),Surgery of the Knee (Commercial),2026-06-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-knee.pdf,TKA criteria outsourced to InterQual; ACL 29888 is only listed in the code table with no ACL criteria.
Indiana,UnitedHealthcare,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Indiana,UnitedHealthcare,Commercial/ACA,ACL reconstruction,29888,CODE ONLY,Surgery of the Knee (Commercial),2026-06-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-knee.pdf,TKA criteria outsourced to InterQual; ACL 29888 is only listed in the code table with no ACL criteria.
Indiana,UnitedHealthcare,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Indiana,UnitedHealthcare,Commercial/ACA,Total hip replacement,27130,NO PUBLIC CRITERIA (vendor),Surgery of the Hip (2026T0503JJ),"March 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-hip.pdf,"Policy defers to InterQual CP: Procedures for medical necessity criteria; only public rule is an FAI contraindication, no positive indications/conservative-care criteria in the pub"
Indiana,UnitedHealthcare,Commercial/ACA,Hip arthroscopy,29914,NO PUBLIC CRITERIA (vendor),Surgery of the Hip (2026T0503JJ),"March 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-hip.pdf,"Policy defers to InterQual CP: Procedures for medical necessity criteria; only public rule is an FAI contraindication, no positive indications/conservative-care criteria in the pub"
Indiana,UnitedHealthcare,Commercial/ACA,Rotator cuff repair,29827,NO PUBLIC CRITERIA (vendor),Surgery of the Shoulder (2026T0556FF),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-shoulder.pdf,Defers to InterQual CP: Procedures (Arthroscopy Shoulder; Joint Replacement Shoulder); no public MN criteria for these codes.
Indiana,UnitedHealthcare,Commercial/ACA,Total shoulder replacement,23472,NO PUBLIC CRITERIA (vendor),Surgery of the Shoulder (2026T0556FF),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-shoulder.pdf,Defers to InterQual CP: Procedures (Arthroscopy Shoulder; Joint Replacement Shoulder); no public MN criteria for these codes.
Indiana,UnitedHealthcare,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Indiana,UnitedHealthcare,Commercial/ACA,Total ankle replacement,27702,NO PUBLIC CRITERIA (vendor),Surgery of the Ankle (2026T0622O),"July 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-ankle.pdf,"Defers to InterQual CP: Procedures: Total Joint Replacement (TJR), Ankle; no public MN criteria."
Indiana,UnitedHealthcare,Commercial/ACA,Bunion surgery (hallux valgus),28296,NO PUBLIC CRITERIA (vendor),Surgery of the Foot (2026T0624O),"January 1, 2026",https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/surgery-foot.pdf,"Bunionectomy/hallux valgus defers to InterQual CP: Procedures (Osteotomy, Distal Transpositional, First MT); public criteria in doc cover hallux rigidus/limitus, not 28296."
Indiana,UnitedHealthcare,Commercial/ACA,Lower back (lumbar) fusion,22612,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Indiana,UnitedHealthcare,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Indiana,UnitedHealthcare,Commercial/ACA,Lower back disc surgery / decompression,63030,NO PUBLIC CRITERIA (vendor),Spinal Fusion and Decompression (2026T0639I),2026-04-01,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/comm-medical-drug/spinal-fusion-decompression.pdf,"UHC 2026T0639I; the doc is real but criteria are outsourced to InterQual (proprietary, not in the public document)."
Indiana,CareSource,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional payer),,,,
Indiana,CareSource,Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional payer),,,,
Indiana,Managed Health Services (MHS),Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Total knee replacement,27447,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,ACL reconstruction,29888,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Total hip replacement,27130,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Hip arthroscopy,29914,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Rotator cuff repair,29827,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Total shoulder replacement,23472,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Total ankle replacement,27702,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Bunion surgery (hallux valgus),28296,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Lower back (lumbar) fusion,22612,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,NOT RESEARCHED (regional payer),,,,
Indiana,MDwise,Commercial/ACA,Lower back disc surgery / decompression,63030,NOT RESEARCHED (regional payer),,,,
Indiana,Aetna,Commercial/ACA,Total knee replacement,27447,VERIFIED,Knee Arthroplasty (CPB 0660),Last Review Date: 2026-02-26,https://www.aetna.com/cpb/medical/data/600_699/0660.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Indiana,Aetna,Commercial/ACA,ACL reconstruction,29888,CODE ONLY,Allograft Transplants of the Extremities (CPB 0364),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/300_399/0364.html,This is an allograft-transplant policy; it lists 29888 among ligament allograft codes but states no medical-necessity indications/conservative-care/imaging criteria for ACL reconst
Indiana,Aetna,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
Indiana,Aetna,Commercial/ACA,Total hip replacement,27130,VERIFIED,Hip Arthroplasty (CPB 0287),Last Review Date: 2026-07-17,https://www.aetna.com/cpb/medical/data/200_299/0287.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Hip arthroscopy,29914,VERIFIED,Hip Preservation Surgery (CPB 0736),Last Review Date: 2026-07-31,https://www.aetna.com/cpb/medical/data/700_799/0736.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Rotator cuff repair,29827,NOT FOUND,,,,
Indiana,Aetna,Commercial/ACA,Total shoulder replacement,23472,VERIFIED,Shoulder Arthroplasty and Arthrodesis (CPB 0837),"Last Review Date: June 25, 2026",https://www.aetna.com/cpb/medical/data/800_899/0837.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Shoulder labral / instability repair,29806,NOT RESEARCHED (procedure not in research set),,,,
Indiana,Aetna,Commercial/ACA,Total ankle replacement,27702,VERIFIED,Total Ankle Arthroplasty (CPB 0645),Last Review Date: 2026-05-15,https://www.aetna.com/cpb/medical/data/600_699/0645.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Bunion surgery (hallux valgus),28296,VERIFIED,Bunionectomy (CPB 0629),Last Review Date: 2025-12-11,https://www.aetna.com/cpb/medical/data/600_699/0629.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Lower back (lumbar) fusion,22612,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Neck (cervical) fusion (ACDF),22551,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Indiana,Aetna,Commercial/ACA,Lower back disc surgery / decompression,63030,VERIFIED,Spinal Surgery: Laminectomy and Fusion (CPB 0743),2026-07-30,https://www.aetna.com/cpb/medical/data/700_799/0743.html,verified in sweep 1
Indiana,Cigna,Commercial/ACA,Total knee replacement,27447,VERIFIED,Cigna CMM-311 Knee Replacement/Arthroplasty (via eviCore),2026-03-07,https://www.evicore.com/sites/default/files/clinical-guidelines/2025-11/Cigna_CMM-311%20Knee%20Replacement%20Arthroplasty_V2.0.2025_Eff03.07.2026_Pub11.21.2025.pdf,verified in sweep 1
Indiana,Cigna,Commercial/ACA,Partial knee replacement,27446,NOT RESEARCHED (procedure not in research set),,,,
Indiana,Cigna,Commercial/ACA,ACL reconstruction,29888,VERIFIED,Cigna CMM-312 Knee Surgery Arthroscopic/Open (via eviCore),"March 07, 2026",https://www.evicore.com/sites/default/files/clinical-guidelines/2025-12/Cigna_CMM-312%20Knee%20Surg%20Arthro%20&%20Open%20Proc_eff03.07.2026_pub12.11.2025.pdf,verified in sweep 1
Indiana,Cigna,Commercial/ACA,Knee arthroscopy / meniscus surgery,29881,NOT RESEARCHED (procedure not in research set),,,,
